date,review_id,reviewer_id,business_id,vote_funny,vote_cool,vote_useful,rating
1/24/2011,U-dO0d9DvcSvTq0fgrcoFg,WIKpl9IlwDhOVEIrWdxf7Q,m5_GCJP2W4zEJnyVgxa3eA,0,0,1,5
9/9/2012,qfBbHSXt4O1qWRciBDsgog,Xld99g8jJEeAU9OohR_bng,euO3-H92LCivH2B0CQPlnw,0,0,0,5
9/26/2011,H2nCGrPlh5l7Vpt8qUnmFg,JjXuiru1_ONzDkYVrHN0aw,ibreTMGGaQSanZttUchjKg,0,1,2,5
1/18/2010,NaJs9umQSmrtxgdKvOGRyQ,8bIX0uVgww_0LG5DB7u_Zw,O6uWHgJzylSjWjPSJKGhnQ,0,0,0,5
8/7/2011,i7ZmdX8ENzRpfT7WL6sN3A,lKwqPvE7mcbmNPOmjllLIw,ibreTMGGaQSanZttUchjKg,0,0,0,5
1/2/2010,SnoeiBWpjrmnT2RCtuh4nQ,-yOFl4QIssq7fMb_fFka3A,DXwSYgiXqIVNdO9dazel6w,0,0,0,5
5/10/2010,L6gfNr4CdzV90pgwKRQzjw,RrN77xiA4vWlqqdTgRlzoQ,_b69OdBNLhysN1jFlYNQiA,0,0,0,5
11/24/2010,uDAd_9rvDU9YGBRjgnFv5g,Dct6Gj_gnQdKP_0uDs1H-Q,d6UbRb9W5eA1yL-DuVZ8ug,0,0,0,5
7/8/2010,f7-wiEk2bVZC45Jqsy2tww,y38buPG2lxeSx3U-DueO3Q,ALwH81_sqskLmwfWS-_eeQ,0,0,0,5
5/15/2012,1LZKL7Jzlq1g9eeL,W7ANVRMQLf7h-YdjC4THtw,WaIbupMGDBi5B3SChsUH8A,0,0,0,5
12/3/2008,I3J7-roM-Wadh7d3NO-i-A,8ZxLOyJGlwLXNJFCf976OA,7mCeefskNUtOkzxt_MLHKA,0,0,0,5
2/11/2011,jyOXF,bns4dW_lypn-vZajGb8AVw,oLM9piDKbj2PDgy-m3XEcQ,0,1,1,5
3/6/2011,deOB2dYWzB1md-tcR1p1CA,a6Pc0tLYgnCuNprAqXCVYg,DXwSYgiXqIVNdO9dazel6w,0,0,0,3
5/7/2008,jvgKUabNNFOdL7WuC39NEA,Mw637OvT9NIEXrT7elxNNA,6gZTET0y7ARZMrbJRmI2mw,0,0,0,3
3/23/2009,N-J-StXrhaMe7U3ClgrwRg,za4EJJR47ri0zD5YWiVQlQ,HOJqzz1WvOmeR9oESJ4d9A,2,2,2,5
12/12/2011,Im7S,3p0lPb-n5w1x3W6LeMSmGw,WBU0yq9J8qiYQfI_fh2P1Q,0,3,3,5
6/6/2011,5wDG6M,ai5xAV3B9OO7roqG6GiZzA,jGiKIJCVLZHXQDSNnSLPsw,2,3,2,5
10/25/2010,zpaeaglHwyV-W8aVGt0UCQ,ukk6CrLZQUv9l9tGv1ZHBg,bNXpwTSavHBV9zBk2lUlGA,0,3,1,5
9/1/2010,t0n8zRzP6ulkqGiy2nbdMQ,CNsPhqN0t6drW4b-2Z5zcw,WBU0yq9J8qiYQfI_fh2P1Q,0,2,2,5
4/23/2008,0FIjYeBNRMvVjn1U8JFc-w,Ohmt_6FpePf1fpPKzwNShg,_UJ3KqtHIHjExbAg-iIGUA,2,1,1,5
3/1/2012,KMjCBYoJH6gV16PgEqpcrw,NGGzK3gnS1JolLI2_Si5rg,N7juvW8YoFIj7sEBzVF8GQ,0,2,4,5
1/3/2011,a3GEXx9vy0oWRfYtLRBGCQ,6Wa6wBkUhhnRS46dsKG_xQ,DXwSYgiXqIVNdO9dazel6w,0,0,0,5
11/7/2011,Wh,krtImWHgeUngTT6TcCjWxg,OKOfoisduqP24uK3WYvx7Q,0,0,0,5
11/16/2010,oQ9N-EDC6ITs-szxtk,05wwy46x_Kxi3zudtRijcA,_n3OmwreEGPQmiHKklsD8w,0,0,1,3
8/27/2009,sC87Dy-hyFEhGNrja2AO8Q,y0EdiHf1fbpjYj2kJCOo2w,ElCbMJRjgu9LDj4MxOKXew,0,1,1,5
10/5/2011,Y2O8p7eIsk8YJrzyKUeX3g,xJ0LlAH62RtS9dGc_W2GMg,boE4Ahsssqic7o5wQLI04w,0,0,0,5
5/24/2008,SDCJ7AnKLiQ5UtiIQ,8TFM34ivK83VFHHQtxi3Nw,n-mj6IJkWyCu4BuD2dvm0A,0,0,1,5
10/15/2011,47VLf3wf9rIzdT8auA090Q,EOJbsuD4Gni3fPIgJpTkXw,3Mx2PM7v8qjqhgF3cDXxbQ,0,0,0,5
5/29/2011,aw4yZS2zwUxl4g0zbVCCwQ,ICj_Xdd2hZW7N54adNzrwg,sR4EOfPuI-at41uIxIZPhw,0,0,0,5
9/12/2010,8IIKgmAzeczTipyrm3gozQ,fM0sc4bPF4PJdXbxOXv9uw,_b69OdBNLhysN1jFlYNQiA,0,0,0,5
8/5/2010,ZaK,TkohPJnP8UCmmuBn-vypxg,DXwSYgiXqIVNdO9dazel6w,0,1,0,5
1/24/2007,cuT3e8t2n,CgZjC4p9DDngBnNTsPNJHQ,_b69OdBNLhysN1jFlYNQiA,10,0,3,1
6/17/2012,teqRwJ5EiiN3hjloR5ruNQ,cW1AIUIoTZYX3iZddaPjfg,t3pYu8eidmb2ZmexHRHT_Q,0,0,0,3
6/30/2010,QSErgNEUQFvgf29H4QX4xA,wjRFWRNIyw-dWDK6C9OPxg,_n3OmwreEGPQmiHKklsD8w,1,1,4,5
4/22/2010,UsVEm-aupz,KaI4guu7WpuULBSOFuPnBQ,q-_jW5lauONk_58S-wVIrg,1,2,2,5
11/16/2010,BlA0AzWsSGvNraOCG9qPDQ,6zi6ZkYxYzyDxpCLqselgw,m5_GCJP2W4zEJnyVgxa3eA,1,0,1,5
4/23/2010,MZWu3baE2F7UG,zj3cQ-tvRluBk3CUHmWbzw,dKcO9OQ44RPRlkWe-vToFA,0,0,0,5
10/14/2008,tpaGNyze3JnG0dcrsyRgOA,XjDP12qsddEJ3At5GkxuXQ,LYppbvgJlBG0SqjSKFiFGg,0,0,0,5
11/27/2010,hfQZ1ubtgE-uP7PHuX3Xiw,AIdTdHNhWn6ZJ9LN2E_8QQ,IvdOI86_CSCRFpid2atnyA,1,1,1,5
12/13/2007,hlEwx3TUz,YZEq7shXsihAeAI1ha6IYA,ibreTMGGaQSanZttUchjKg,0,0,0,3
2/23/2010,N4ZyVUQUiYMY3Nyd8Jrf0g,mgq_TGa5jBXa0-Mc7dFPnQ,XgGUnYs2bjbbNvBefFtWxA,0,0,2,5
2/4/2011,gbYZDvIeNRooXlXqzh20ZA,KqElKX7sRoUhQirQgtb9Bw,WaIbupMGDBi5B3SChsUH8A,0,1,0,3
7/17/2010,2aXZNVoUtIggGyg1jgZWjQ,76glGVw0-hoKH12RO0Sleg,LlHEzxQTiiLJokn2tli35A,0,0,2,1
2/22/2012,inm7hviJ3kxEBX6hYGTd,B8Thdrxaa-YfgREqEjlq6g,AkfSndWBxnTn-LpmiL8aLA,0,0,0,5
4/17/2008,qjA8-MSP9L61kj7swgROlg,MnfeBPepD2WwhYZ8L7e0Kw,CwPi6NVuJIZZx4IBcTekFQ,0,0,0,5
11/8/2007,QNBI8SoTocs6OcCisgWDVg,FrTbdArfBQsmWWqdNKR5dw,oLM9piDKbj2PDgy-m3XEcQ,1,0,3,5
10/16/2009,718nestPqki2Y63wN08c4A,MxDibCWRASQqg6JHXs8foA,dLS8GPg-K1O-zJ3VJAtiyg,0,0,0,3
4/28/2011,ve67ylIhs-NSIpyl0872og,4rsklgVwg7uOdaRfpHT2Vg,LMaoM2Ue2BR_HI9ba3JsZg,0,0,0,3
10/24/2010,0OQHuV6wFZkhFzMwlcDhBA,C0el0SuXLmzMzlPbUdSozg,o54U2VkQama8FI30qDkWvw,0,2,2,5
6/8/2009,wTHk8s6L-P,65w6GtrNNlZDowVDAYGZFQ,tCkwBTuEFvhuaBoEUWqbuQ,1,1,1,5
1/15/2010,C0y2NhYMXoXCrZmfGkbSRQ,yCgG9iNhQGE0I0DDgRXxaA,6PQTqW9j-sriDBQyQCJbjw,0,0,0,5
11/7/2009,cLD2IJ_6dYYqFw9gkXUa7w,J6Uz3RzT9_wxk0xyFSGJuQ,_b69OdBNLhysN1jFlYNQiA,0,0,0,3
6/8/2008,HmSWUvuNxPH5XtC24Aavng,34vseOfleBw65wa0X2hSKQ,4wreIFjaPMppyEnzKHbozg,0,0,0,3
8/3/2011,OJDD5Dvy58YH9l8iFWKkDg,XE19JFr2z2tVNnV06bGGsA,o4NcUfco7JxOcyfKFWyAhg,0,0,0,5
8/6/2011,3A58y0OJ5XpRQDGPEN,0Wg3dw22rV_uCGLUaBHmQA,LYppbvgJlBG0SqjSKFiFGg,0,0,0,5
6/15/2012,-9w,FY6-X7Zvlsh_9I37CCfjig,08X_5WTOVNvk4SgPRKBjjQ,0,0,0,5
4/25/2012,1e0j0ftNbOkbFPuALw2BbA,FyOxuZXg01UrKPEJUebppg,8j97C2qR95tvpbGtoFxEAw,0,0,0,5
8/1/2008,9YayNH,Tc3hZBi5LxC09aKWSn35nA,HOJqzz1WvOmeR9oESJ4d9A,0,0,0,5
2/4/2012,XBF14aE233TOaRgCa9kc8A,YmDjBR4z7TDVcsdgZSjUWw,LYppbvgJlBG0SqjSKFiFGg,1,1,1,5
9/6/2009,N9qZLn7zIEuqzTeP2McCqA,R6-P-1M_BDQvkU65VTyoxA,LYppbvgJlBG0SqjSKFiFGg,1,0,3,1
9/1/2011,lbC2JALi1NR6sU34iLi9Vg,v-HcprOKPC1_F5_15t4JDw,tCkwBTuEFvhuaBoEUWqbuQ,1,2,1,5
3/7/2010,9GToW7N1Wy2,xI6tg4qxhHaEqvy8to0qgg,1g52-6WzlhjIOpNAsBjPJg,0,0,0,3
2/24/2012,ZQG8XHZ4cYmP-Vu7WxuMrw,LhdIGJbwAgfslLaruuQq3A,F7IQngaDDBgYvhA3U31q-g,2,3,1,5
6/5/2008,B1CfKeYpgDDidamqI29uBQ,QnCWtjNiSIRXxSWujG8oBQ,Z2nOMPedr7XYhgYhILJjEA,0,0,0,5
10/20/2009,4cRLZU3ft031pItojI,wDg76DhlUWjU9-bzO2gAFA,_n3OmwreEGPQmiHKklsD8w,0,0,0,5
10/28/2010,esVfq6V4roBdWFZ88zGqiw,1F6imE4hNPEEcsb9VHRUoA,AqgG-1aD6JYj9D6OmBWO3w,0,0,0,5
4/19/2007,DJ97R4u8APVmjzXRcQD-xQ,w0yV8aE6ROzWixLOpu1njg,_n3OmwreEGPQmiHKklsD8w,0,1,1,3
8/18/2012,IjYSwOvw8AcFtkZ-nJKAKQ,h4xYKJwX_CQaVX9ypl2GMA,08X_5WTOVNvk4SgPRKBjjQ,3,0,1,1
12/8/2008,rCVpASxRkX94Dc5iikMCrQ,XuLqPbrw24W40F9bONmYWQ,Z2nOMPedr7XYhgYhILJjEA,0,0,0,3
12/5/2011,GzYWhB-nPv4A-YyJDPPbmQ,Fa4mKTH1Qclp-iyKAhXkOw,43rd1LKcZRIunySzbMsyLQ,0,0,0,5
1/20/2008,Tdd4veHX2CWRWaxZUvubAw,3VAClOkNF5H0qVljxK3h5w,O6uWHgJzylSjWjPSJKGhnQ,1,1,1,3
1/21/2012,2af9tKkCtnwCvWwesC2bxw,UQ8gxoGLuwzlrutfCQXVdQ,08X_5WTOVNvk4SgPRKBjjQ,0,0,0,5
3/17/2010,ex2TBRjkc,lCvRzlq7HNsAKMixHiow5g,CQ75CQSyrsmb-S3UAwCHpw,0,0,0,5
7/17/2008,1qQQaUoDD,OF5_YuUeFXVXy9E-r4jFbg,28gamO9SwWMHxwB0nP_plQ,0,1,0,5
3/11/2009,CuY7OBi6gdSVIimpYTEe8A,xZ-701VSHt8x1LClVL3niw,N7juvW8YoFIj7sEBzVF8GQ,0,0,0,5
7/1/2012,-4t0RwFg,q4Q7Ndm6muqm-LyEoTHRMg,DBtXy8wcPsVr80oFfz-CbA,3,1,3,1
4/7/2010,IGq6E7sQWnTwxBpTsxQ2Eg,BpIhqzs7Ntiz2R_1GhJTag,o54U2VkQama8FI30qDkWvw,0,0,0,5
12/19/2008,2ZCjorp5YWe34G0oRlTamg,Tgd7hyIEDisWdiSSUf9Rwg,h-CNRJ-bqSZvz75J4A9cFg,0,1,1,3
10/31/2009,RgvSILibTOVk4fXHUFKmdw,2xkYLCmJWiaL1zo2C7c1hw,F7IQngaDDBgYvhA3U31q-g,0,0,0,5
8/3/2010,84hmVikqMxfWS3eM2OAPBg,l9dpP8z77WqYOQIeflCdzw,CwPi6NVuJIZZx4IBcTekFQ,0,1,2,5
10/29/2006,V1w4XN34V9o9nkIWM3gnpg,pQh0MGHUlfR-gYvE5SH2YA,qqax04alS3UPx0Yp4jJNDQ,0,1,2,5
2/28/2010,PeE-2XZRsog5xwD8Tw-MUg,uNXWzez7yRyrw3ie4cuB3g,08X_5WTOVNvk4SgPRKBjjQ,1,1,5,3
6/19/2012,9LVH-Ib6ZwdyAg9e58m83Q,eyLbWDFrvLsa_q85htmZlw,HOJqzz1WvOmeR9oESJ4d9A,0,0,0,5
8/17/2012,IGpPZrot2O9R0U3pzVLqbQ,eg0cwrodeKGLeLIDTSCXoA,o54U2VkQama8FI30qDkWvw,0,0,0,5
3/27/2011,vMEFEZINy447nP6hNbRhdg,XGD1XkdqqD6j4z5mUwia2A,pbEiXam9YJL3neCYHGwLUA,1,0,1,5
2/9/2012,-ImptIT87grB-7o5xRQiTA,8V0Med2klBrs3_oLHRet7Q,m5_GCJP2W4zEJnyVgxa3eA,0,0,0,5
9/20/2008,-JDBcsL,zD65C1RytL2WPOaHygtKGg,o54U2VkQama8FI30qDkWvw,0,0,0,3
2/10/2009,8vUTbuYLgksNFlzIvEyuHA,E87h0AH9AoqYl19kBYtLRw,Z2nOMPedr7XYhgYhILJjEA,0,0,0,5
5/25/2011,1l8DooY9upuyEK40SabT2Q,85Km-EQdJE39vcmMYz82sQ,4wreIFjaPMppyEnzKHbozg,0,0,1,3
9/6/2011,M3r4HU6wLFB-mbx1s3TWkw,30LGgdCWksNuHOjv7gBdNA,08X_5WTOVNvk4SgPRKBjjQ,0,0,0,3
3/13/2009,GXBkOd6xupxOh9YipWC0UQ,KHraFCXR57JS1EARtTWyQw,vvhfPV-Llkd4fE2SHuLVvA,0,2,1,5
7/23/2005,PshNq8vIK0rFx6DjYq2aNA,bTgNsBtBY0Wqs2rAiZ9Chw,Z2nOMPedr7XYhgYhILJjEA,0,0,0,5
8/30/2010,z-3gt891XadVMxaDC8E0aw,zan9cgzM5r2NVi5AHWZNpw,o54U2VkQama8FI30qDkWvw,0,0,0,5
12/31/2011,wjcPAN4pMsaO9ikh71jK0w,hA99ODD0VMQSMoDGJp9oJg,0fFLUKl71vv3eNV2xhikEw,0,0,0,5
5/28/2009,wr-7f97KwWsaEG7JKwvyvA,mXzGVW3np38hafM7Iv4ygw,6gZTET0y7ARZMrbJRmI2mw,0,0,0,5
7/10/2009,F0aV-6UlhCOgnq1pwDOi7w,uYtsLWa1jgTYmfKgl4AmCA,08X_5WTOVNvk4SgPRKBjjQ,2,3,2,5
9/23/2011,BcnK4ar1gpmfTIChn7myYA,GxkY1gH20Ev3YIsGfZ-DZQ,n-mj6IJkWyCu4BuD2dvm0A,0,0,0,5
7/18/2008,VsDpD1AqXgvQnMZGkTnjmg,d4ScAXqfBmFSPiob6Hfxqw,O6uWHgJzylSjWjPSJKGhnQ,0,0,0,5
8/23/2012,UgYDx0tIBklPYQM1VS-B,NAWMYBSkEPAEYp9YT7vM_Q,pbEiXam9YJL3neCYHGwLUA,0,0,0,5
3/19/2008,I8DNJIby8GIXv5D_T1S6KA,4v9_QEaTwIPW5rVM8BXpCg,pbEiXam9YJL3neCYHGwLUA,0,0,0,5
2/19/2012,D23YEXft1pbjQoHHC3rmlg,Uh7CL3k6ZShSrZdsX6I-Fg,Z2nOMPedr7XYhgYhILJjEA,0,0,0,3
12/20/2010,qQSWAvK,lcqzUoxA6E2aVIF7_hVlJg,CQ75CQSyrsmb-S3UAwCHpw,0,0,0,5
5/23/2006,cu9BYhMkdadBVuuXlfrAPQ,pNvcz5tOmbpJRKVQT8wSBA,Z2nOMPedr7XYhgYhILJjEA,0,0,1,3
9/7/2012,PMlCto57UBMLPuO8wSPJ,E9PkoOyLDrTfWR8-cdLR3A,euO3-H92LCivH2B0CQPlnw,0,0,0,5
1/7/2008,lYwGyFkG8t3c5Xxm8ryY7Q,gQJ9Q9iZMIitNtK0EqPT4A,oEFJ29zAQaCNnQzebHQvpg,0,1,0,5
8/18/2012,f6Y-vERg41yDCDHMON36SQ,YB31ZAUtbQwiIjpJW2Jhzg,ALwH81_sqskLmwfWS-_eeQ,0,0,0,5
9/2/2009,41rfB2epieXjxPJ0zgunpg,e1wWI7QQqfvLsXhdYTWiBA,LlHEzxQTiiLJokn2tli35A,0,1,1,3
5/23/2009,ZLHBcVk41El-AjFUfzfYkg,Su9fsHE-rQTsFfy-II3y8A,LMaoM2Ue2BR_HI9ba3JsZg,0,0,0,5
7/15/2011,i5SzucBXOgQ8DLgPZpXNnA,l0t3tb4n9TlUSU_6hhh7HA,N7juvW8YoFIj7sEBzVF8GQ,0,0,0,5
8/22/2011,oUSZkRQCYlK5XynE6pg9rQ,qrf5hbgsmsAAvuJXv0YPIg,ALwH81_sqskLmwfWS-_eeQ,0,0,0,3
7/8/2010,0UEopGtF1nW0uuvqwUKlJg,aQdn14G6Zvzg7Qyo4hS5BA,hylBw5ND7XyPldM6BN28vw,0,0,0,5
12/11/2007,521,UxJ29DiOkIzhtO0NfVCIbQ,pbEiXam9YJL3neCYHGwLUA,0,0,0,5
4/9/2009,_7N62M1gt7GiZVhX84BvRA,-8qqgBGct7GRADPDJxCE5g,qkfBgSCbekH3DHTanVL1_w,0,0,0,5
2/6/2012,qIxBwqjeoUsrc7pUjOpiRg,J3KOdbTpV35SlzN7q9RLAg,JMa9cTNQA5mm4GbR2W8Oiw,0,0,1,5
9/9/2012,5vMjAebY2c6TztUjbJO3UQ,GPAU49wiQIWELCV7u1mfIQ,5OtAmmypXvuTbkFBCziF_Q,0,0,0,3
3/10/2009,NqSHX5FiSEbDrLwV5iqwIg,oIMjxOuiuaswc8hzItB89A,xjZ9eqYrzMrl2v6_1Kv6hA,0,0,0,3
5/31/2012,jhvXM8iIgBmCd5KvMOpueQ,we8MtiL6t8JKuGGhp6aCAw,dKcO9OQ44RPRlkWe-vToFA,0,0,0,5
10/27/2011,oVY7FbFPHGkKHE8bPPgGEQ,MTCc16qp-qFrvHQytIxrFQ,_b69OdBNLhysN1jFlYNQiA,0,3,1,5
3/21/2006,fA4zVI1H,cnhDje6dJEojPtIyIsBd2g,o54U2VkQama8FI30qDkWvw,0,2,1,5
4/24/2011,HMpEmZPhT0xQuTsT_jt-6Q,kakIdms_teqnj7lLTMz9NA,t3pYu8eidmb2ZmexHRHT_Q,0,0,0,5
7/18/2012,vecD1s1ziwWXlGbOwhcsIg,97maku_95Q7TQZOl4-8lJg,juop6_3dLfPDo-un-ZuXrg,0,0,0,5
7/22/2011,NLF7hpD8rmVLsb69UxN,E67XYolfUBoQfsD92DEQGg,Z2nOMPedr7XYhgYhILJjEA,0,0,0,5
2/17/2011,Fqu4m2avvpL67EC8CklJqw,PFDSYJ3h8F5zNdyamjd3yQ,sDYjKyI_67eUhFAqVneYjA,1,0,0,5
9/15/2010,3VzWLiLNsk,Z7fGHPofPxVyBlCEhdAU2A,WBU0yq9J8qiYQfI_fh2P1Q,0,6,6,5
12/26/2010,h3TKcGKidH1HW2OBsVXVoA,eRpu7augWfH-bYguUKcVOw,FCcgXODBs6O7MGH3VZNyLQ,0,0,0,5
10/29/2008,3WFVZd9tUElbfW,MGPQVLsODMm9ZtYQW-g_OA,u_Ze5HkcNXgECvYvKS0HLA,5,6,5,3
2/5/2010,se34OU0Qn82n88FJzN,V1eOAB-h20NK5N9HTms83w,mlhHPnHmjO2_ypcP5Vc9Zw,0,0,0,5
6/25/2012,IY7mLZFcBDdBaVJdflzNmQ,NcHK2oq9eG9tQ5RdGa43SQ,F7IQngaDDBgYvhA3U31q-g,0,0,0,3
2/3/2010,hAgbOSSTHp,VNl-E0MjU6V6cVOMC43spQ,DBtXy8wcPsVr80oFfz-CbA,0,1,1,3
2/25/2012,RaMjAYWG-1O1vyDJ0P5wcg,qfhEwubiPcP2ZAD0dMTDUA,d6UbRb9W5eA1yL-DuVZ8ug,0,0,0,3
6/8/2010,xJuv2oRXd0ZOhpg07cBbyQ,pTHm46QHOcGVCQOVsJ5KhA,OKOfoisduqP24uK3WYvx7Q,0,1,1,5
8/14/2010,_7vAjdZzsROH-EqV_QDSYw,QEaYbHbISpFgPtxTVJ_vrg,boE4Ahsssqic7o5wQLI04w,0,0,0,1
6/7/2011,V8Btu9dReIkMAp1yfm92aw,-Md8Nbd0-uSta3E7MFUKvA,50gFzdVglOz88eFJ6v-26A,0,0,0,1
3/25/2012,TcQoubyLhzAIj9aOxIwZSw,oTROZ9_wUaTPCsgPjiIdBA,0fFLUKl71vv3eNV2xhikEw,0,0,0,5
7/8/2009,fHQYqVDSF,jwAdpMHIeD2jlkb8tKbcmQ,pbEiXam9YJL3neCYHGwLUA,0,1,1,5
6/10/2012,OX0FedbawPWR6gJYo5OABA,QH4Zi0igAbua8lT3AcKDqQ,sDYjKyI_67eUhFAqVneYjA,0,1,0,5
11/4/2011,D6xu3VwHVhIYm,p_Xzto1tTbcXRs5IaVWjXg,50gFzdVglOz88eFJ6v-26A,0,0,0,5
5/28/2012,PQqe62ZbWNlS1ReqLb2NlQ,pWzhV3rtKFNOKST1eOvUcA,43rd1LKcZRIunySzbMsyLQ,0,0,0,5
7/2/2011,3WBlpy8ar3ucV1W,J_axtZj6Z0RZnCfXNmZ1fA,hvHVAs2lhaoYo_rxOUuSTQ,1,0,2,5
7/17/2012,ljhuRazqt56VIbwoYsSbpw,bbTrtQg7YES7opzYDX1GZA,z_qEuUuRWIq4O-YufXHf1w,0,0,0,5
11/20/2010,hylmgcuSR2R2XXfWGt-LTA,N1OQCk4E0PlfuO_dOUQYOA,KomhK0JD5cleEW55YTw7MQ,0,1,4,1
10/31/2010,vbo85DU7g4HSKDrfJx9x5A,sNmQbsZ3qZ0cu9_Okd9C8Q,sDYjKyI_67eUhFAqVneYjA,0,0,0,3
3/7/2010,qWXYie8C6B9-Y4qDc,5MCBLBxr10NLUKZ4AboAMg,DBtXy8wcPsVr80oFfz-CbA,4,10,15,5
8/15/2009,6T-4h1rSJTGBatr,uNdlDCVH5vajsuUz9dBMMQ,_n3OmwreEGPQmiHKklsD8w,0,0,1,3
12/26/2011,FXCnxWjE7rXiwN1YCuWb9A,VI8s0aaf57nfONLh2h2h8g,_UJ3KqtHIHjExbAg-iIGUA,0,0,0,5
2/23/2011,9EjfWZPlGFhToeRHUoem9w,d_rsg48fdO4iHSAxx9MADg,tW2jfL-qMccAYZSghPBbHA,0,0,0,5
8/17/2012,DmzrDqiBOJADkElULD8E0A,gUdOA5N10bcmUrLGVzTiag,DXwSYgiXqIVNdO9dazel6w,1,0,1,5
8/7/2008,nXXQzRZOxsg,420NYlqhRCpDOs8wrhj2Sg,qqax04alS3UPx0Yp4jJNDQ,0,0,0,5
7/14/2009,M3qBJUrD1dXRLcfLE36j9Q,3vtStBzsmq5Y88vG444f1A,HOJqzz1WvOmeR9oESJ4d9A,0,2,2,5
2/17/2010,-saStT8CdWx1KjPiRFOegQ,Xe1zkcIsG7eSgZY8V_WmQg,o54U2VkQama8FI30qDkWvw,0,0,0,5
8/16/2012,lFF6nG-b3p6iOB6NaUlf0A,SNHKDgmGiLn5chUlhdLCkg,n3VjBryfinjRG1W3LWsPBQ,0,0,0,5
6/28/2012,G4D,uFpcqcsFLAzCErlLsFvdCQ,sDYjKyI_67eUhFAqVneYjA,0,0,0,5
1/18/2010,SX7lPedrH19OZX7e2d52Gw,zd52p5wNY0h5KCzC_DIuwQ,boE4Ahsssqic7o5wQLI04w,10,11,1,5
4/18/2010,OdP8ADt6seJIj1crokXjMw,HI7xBZRP-Jf_D14TKJF85w,dKcO9OQ44RPRlkWe-vToFA,0,0,0,5
8/16/2009,nRuoGCDTc1mTQ3TMfPeGZw,FjWU20td6JEZwYKrRio4kA,DXwSYgiXqIVNdO9dazel6w,0,1,0,5
8/24/2009,3sbz4N5-subusi1Bnjc7lg,SDJsiTIsq1Ms7mFfXzw8hg,qkfBgSCbekH3DHTanVL1_w,0,0,0,3
8/24/2010,40CACGeohj35Ufv0f3DjgA,v5nSkzGP0poBXmj1yC5sPA,m5_GCJP2W4zEJnyVgxa3eA,0,0,0,3
12/8/2009,Sv5JYvMMGVhhDJAZrXeISg,MnFMacnC7DxirFGjvPNeew,vvhfPV-Llkd4fE2SHuLVvA,0,1,2,3
12/19/2009,dzpVRzj4,eVu1ieXwRG40wqUWEFA0mw,28gamO9SwWMHxwB0nP_plQ,2,1,0,5
11/19/2009,L6Uu1rLi,cjh-akEx0195uSqCogXVvg,O6uWHgJzylSjWjPSJKGhnQ,0,1,3,3
1/21/2010,fd0h5Ro44SW,ZHcjbTpGE_b0sbGRA-lVwA,m5_GCJP2W4zEJnyVgxa3eA,0,0,2,5
8/20/2006,xG3m9c5Kp0M4FYJa,MhtDyc-961oQs_cR2vUdqQ,mlhHPnHmjO2_ypcP5Vc9Zw,0,0,3,5
